PRODUTO,DESC_PRODUTO,COLECAO,ANM_TIPO_PRODUTO,GRUPO_PRODUTO,SUBGRUPO_PRODUTO,LINHA,MODELAGEM
5.20668,BIQUINI MARGARIDA,INV26,,5BIQUINI,BIQUINI,PRAIA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20948,SUNGA ESPACO ATOMICO,INV26,,5SUNGA,SHORTINHO,LYCRA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20658,MACAQUINHO FLORAL BELEZA,INV26,,5MACACÃO,CURTO ALCINHA,TECIDO PLANO ESTAMPADO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20576,VESTIDO COM FAIXA BEBE MALHA ZOO COLOR,INV26,,5VESTIDOS,CURTO MC,MALHA ESTAMPADA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20951,BERMUDA MOLETOM AR LIVRE MINI,INV26,,5SHORT,BERMUDA MOLETOM,MOLETOM ESTAMPADO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21181,TOP LISTRA AMOR,INV26,,5BLUSA,TOP,TECIDO PLANO LISO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20998,BONE MIX ONCINHA,INV26,,5ACESSÓRIOS,CHAPEU,ACESSORIO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21286,COLETE SARJA GUAPA,INV26,,5COLETE,JEANS,SARJA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20682,VESTIDO ALCINHA FLORAL BELEZA,INV26,,5VESTIDOS,CURTO ALCINHA,TECIDO PLANO ESTAMPADO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20944,CAMISETA UV ESPACO ATOMICO,INV26,,5BLUSA UV,ML,PRAIA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20868,RIB BORDADO,INV26,,5BLUSA,SEM MG,MALHA LISA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21664,CONJUNTO UV BEBE FILHOTES,INV26,,5CONJUNTO UV,BIQUINI + CAMISETA ML,PRAIA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21168,VESTIDO SILK FIGURINHAS DO RIO,INV26,,5VESTIDOS,CURTO MC,MALHA LISA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20653,BIQUINI POA FLOR,INV26,,5BIQUINI,BIQUINI,PRAIA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21195,VESTIDO BELEZA BARRADO,INV26,,5VESTIDOS,CURTO ALCINHA,TECIDO PLANO ESTAMPADO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20999,BUCKET TUBARAO,INV26,,5ACESSÓRIOS,CHAPEU,ACESSORIO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21763,BLUSA RIB FLOR JARDIM,INV26,,5BLUSA,BLUSA ALCINHA,MALHA LISA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20828,BLUSA MALHA ZOO COLOR,INV26,,5BLUSA,MANGA CURTA,MALHA ESTAMPADA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20937,MAIO ML COSMICA,INV26,,5MAIÔ,MANGA CURTA,PRAIA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20964,CALCA MOLETOM PRAIA VERMELHA,INV26,,5CALÇA,MOLETOM,MOLETOM ESTAMPADO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21767,CASACO MOLETOM SILK CAORRIDA OFF,INV26,,5CASACO,MOLETOM,MOLETOM LISO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21056,CAMISETA SILK NHAC,INV26,,5CAMISA,MANGA CURTA,MALHA LISA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20788,VESTIDO MALHA JARDIM DE INVERNO,INV26,,5VESTIDOS,CURTO MC,MALHA ESTAMPADA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20866,CAMISETA SILK SIGA O SOL,INV26,,5CAMISA,MANGA CURTA,MALHA LISA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21031,BLUSA SILK FLORES DO JARDIM,INV26,,5BLUSA,SEM MG,MALHA LISA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21245,BLUSA MALHA FILHOTES,INV26,,5BLUSA,MANGA CURTA,MALHA ESTAMPADA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21226,BLUSA MOLETOM SOL DE VERAO,INV26,,5BLUSA,SEM MG,MALHA ESTAMPADA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20926,CAMISETA MALHA SILVESTRE,INV26,,5CAMISA,MANGA CURTA,MALHA ESTAMPADA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20958,BERMUDA MOLETOM SILVESTRE,INV26,,5SHORT,BERMUDA MOLETOM,MOLETOM ESTAMPADO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20854,MAIO MAR,INV26,,5MAIÔ,SEM MG,PRAIA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20649,BLUSA TULE GOLFINHO,INV26,,5BLUSA,MANGA CURTA,MALHA ESTAMPADA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21051,CAMISETA SILK CAORRIDA,INV26,,5CAMISA,MANGA CURTA,MALHA LISA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21236,SHORT SAIA JEANS TRANSPASSADO,INV26,,5SHORT,SHORT SAIA,SARJA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20793,VESTIDO MALHA PASSEIO,INV26,,5VESTIDOS,CURTO MC,MALHA ESTAMPADA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21199,VESTIDO ALCINHA LISTRA ZEBRADA,INV26,,5MACACÃO,CURTO ALCINHA,TECIDO PLANO LISO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21764,BLUSA RIB BORBOLETA,INV26,,5BLUSA,BLUSA ALCINHA,MALHA LISA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20562,VESTIDO BEBE CHAMEGO,INV26,,5MACACÃO,CURTO MC,TECIDO PLANO ESTAMPADO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20798,VESTIDO MALHA RIOGRAFIA,INV26,,5VESTIDOS,CURTO MC,MALHA ESTAMPADA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21027,BLUSA SILK POODLE,INV26,,5BLUSA,MANGA CURTA,MALHA LISA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21635,VESTIDO RIBANA POA FLOR,INV26,,5VESTIDOS,CURTO SEM MG,MALHA LISA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21055,CAMISETA SILK CARAMELO FC,INV26,,5CAMISA,MANGA CURTA,MALHA LISA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20586,VESTIDO BEBE MALHA JARDIM DE INVERNO,INV26,,5VESTIDOS,CURTO MC,MALHA ESTAMPADA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20919,CASACO MOLETOM SILVESTRE,INV26,,5CASACO,MOLETOM,MOLETOM ESTAMPADO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20829,SHORT SARJA COLOR,INV26,,5SHORT,SHORT CURTO,SARJA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20881,TOP CEU DE FRUTA,INV26,,5BLUSA,TOP,TECIDO PLANO ESTAMPADO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20953,BERMUDA MOLETOM ILHA PERIGOSA,INV26,,5SHORT,BERMUDA MOLETOM,MOLETOM ESTAMPADO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21192,TOP LISTRA ZEBRADA,INV26,,5BLUSA,TOP,TECIDO PLANO LISO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20978,CALCA FLORES DO JARDIM,INV26,,5CALÇA,MIDI,TECIDO PLANO ESTAMPADO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20614,PUFFER NOITE DO TUCANO,INV26,,5CASACO,ABERTO COM CAPUZ,TECIDO PLANO ESTAMPADO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21233,CAMISETA SILK VIRA LATA,INV26,,5BLUSA,MANGA CURTA,MALHA LISA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20578,VESTIDO BEBE MALHA PASSEIO,INV26,,5VESTIDOS,CURTO MC,EMI,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21643,MACAQUINHO MALHA FLORIA,INV26,,5MACACÃO,CURTO SEM MG,MALHA ESTAMPADA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21239,VESTIDO MALHA SOL DE VERAO,INV26,,5VESTIDOS,CURTO MC,EMI,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20763,LEGGING FLARE FUTURO COSMICO,INV26,,5CALÇA,LEGGING,MALHA ESTAMPADA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20878,BLUSA RIOGRAFIA,INV26,,5BLUSA,SEM MG,TECIDO PLANO ESTAMPADO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20815,TOP COLORIDO XADREZ E,INV26,,5BLUSA,TOP,TECIDO PLANO ESTAMPADO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21667,VESTIDO LISTRA AMOR,INV26,,5VESTIDOS,CURTO ML,TECIDO PLANO ESTAMPADO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21196,VESTIDO COLORIDO XADREZ,INV26,,5VESTIDOS,CURTO ALCINHA,TECIDO PLANO ESTAMPADO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21219,VESTIDO MALHA FLORIA,INV26,,5VESTIDOS,CURTO ALCINHA,MALHA ESTAMPADA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20771,SHORT MALHA PASSEIO,INV26,,5SHORT,SHORT CURTO,MALHA ESTAMPADA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20603,VESTIDO BORDADO FLORAL BELEZA ML,INV26,,5VESTIDOS,CURTO ML,TECIDO PLANO LISO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20918,CASACO MOLETOM PRAIA VERMELHA,INV26,,5CASACO,MOLETOM,MOLETOM ESTAMPADO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20758,CASACO MOLETOM TAPETE DE FLOR,INV26,,5CASACO,MOLETOM,MOLETOM ESTAMPADO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21139,LEGGING ALBUM,INV26,,5CALÇA,LEGGING,MALHA ESTAMPADA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21159,SHORT JEANS CORACAO DE BOLINHA,INV26,,5SHORT,SHORT CURTO,SARJA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20776,SHORT MALHA ZOO COLOR,INV26,,5SHORT,SHORT CURTO,MALHA ESTAMPADA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20701,VESTIDO SOMBRINHA,INV26,,5VESTIDOS,CURTO MC,TECIDO PLANO ESTAMPADO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20696,VESTIDO HOLOGRAFICO ZOO,INV26,,5VESTIDOS,CURTO MC,TECIDO PLANO ESTAMPADO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20694,VESTIDO NOITE DO TUCANO,INV26,,5VESTIDOS,CURTO MC,TECIDO PLANO ESTAMPADO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20704,VESTIDO JARDIM NOTURNO,INV26,,5VESTIDOS,MIDI ALCINHA,TECIDO PLANO ESTAMPADO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21666,CALCA TOM MOLETOM,INV26,,5CALÇA,MOLETOM,MALHA LISA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20954,BERMUDA MOLETOM JACARECA,INV26,,5SHORT,BERMUDA MOLETOM,MOLETOM ESTAMPADO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20651,BIQUINI LACINHO SOL DE VERAO MINI,INV26,,5BIQUINI,BIQUINI,PRAIA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21158,CALCA JEANS CORACAO DE BOLINHA,INV26,,5CALÇA,LONGA,SARJA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20831,JARDINEIRA SARJA GUAPA,INV26,,5JARDINEIRA,CURTO,SARJA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20606,CARDIGAN CROPPED PELINHO,INV26,,5CASACO,CARDIGAN,TRICOT,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21207,CASACO MOLETOM SILK ABRACO,INV26,,5CASACO,MOLETOM,MOLETOM LISO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21157,JAQUETA JEANS CORACAO DE BOLINHA,INV26,,5CASACO,JAQUETA,SARJA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20564,MACAQUINHO BEBE LISTRA RAINBOW,INV26,,5MACACÃO,CURTO MC,TECIDO PLANO ESTAMPADO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20575,MACACAO BEBE MALHA ZOO COLOR,INV26,,5MACACÃO,CURTO MC,MALHA ESTAMPADA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20588,MOLETOM BEBE CAPUZ FILHOTES,INV26,,5CASACO,MOLETOM,MOLETOM ESTAMPADO,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20747,CAMISETA UV FILHOTES,INV26,,5BLUSA UV,ML,PRAIA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.20851,BLUSA MALHA MARGARIDA,INV26,,5BLUSA,MANGA CURTA,EMT,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21162,JARDINEIRA BEBE MALHA AR LIVRE,INV26,,5JARDINEIRA,CURTO,MALHA ESTAMPADA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21224,VESTIDO MALHA MARGARIDA ML,INV26,,5VESTIDOS,CURTO ML,MALHA ESTAMPADA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
5.21665,CONJUNTO UV BEBE LISTRA FLOR,INV26,,5CONJUNTO UV,BIQUINI + CAMISETA ML,PRAIA,"***** Object:  Default dbo.DEF_CHAR_1    Script Date: 5/4/2000 18:55:55 ******/
CREATE DEFAULT DEF_CHAR_1
	AS ' '"
